code,country,ratio,rank,revised_rank,score,revised_score
CPV,Cape Verde,0.9979825151311366,86.0,34.0,0.998,0.9979825151311366
TCD,Chad,0.8306213017751478,126.0,126.0,0.831,0.8306213017751478
CHL,Chile,0.9862145300865366,106.0,81.0,0.986,0.9862145300865366
CHN,China,,,,,
COL,Colombia,0.9887351142581269,1.0,77.0,1.0,0.9887351142581269
COM,Comoros,0.9933820173436787,96.0,61.0,0.993,0.9933820173436787
COD,D.R. Congo,,,,,
CRI,Costa Rica,0.9998950351632204,1.0,3.0,1.0,0.9998950351632204
CIV,Côte D'Ivoire,0.9618542771021724,114.0,105.0,0.962,0.9618542771021724
HRV,Croatia,,,,,
CYP,Cyprus,0.9951836243226972,92.0,52.0,0.995,0.9951836243226972
CZE,Czechia,0.9976668695475756,1.0,38.0,1.0,0.9976668695475756
DNK,Denmark,0.9990951136135131,1.0,14.0,1.0,0.9990951136135131
DOM,Dominican Republic,0.9883870967741936,1.0,78.0,1.0,0.9883870967741936
ECU,Ecuador,0.9710456312666258,1.0,98.0,1.0,0.9710456312666258
EGY,Egypt,0.9972913322632423,1.0,43.0,1.0,0.9972913322632423
SLV,El Salvador,0.9704338510980183,1.0,100.0,1.0,0.9704338510980183
EST,Estonia,0.9992872416250892,1.0,12.0,1.0,0.9992872416250892
SWZ,Eswatini,0.974087550997905,111.0,95.0,0.974,0.974087550997905
